"faculty_id","class_assignment","posterior_class_1","posterior_class_2","posterior_class_3","posterior_class_4","faculty_name","university","career_start_year","never_asst_prof","career_length","n_promotions","mean_pub_count"
72,1,0.912125899403054,1.76062731449211e-09,2.4060635903134e-05,0.0878500382004154,"Shiyang Su","University of Central Florida",2018,0,8,0,2.375
29,1,0.999999999999999,0,1.05984878386214e-38,1.36766173338633e-15,"Steve W. J. Kozlowski","University of South Florida",1982,0,44,2,4.18181818181818
84,1,0.999999999997202,0,2.71161919049558e-12,8.6088322546152e-14,"Sylvia Roch","University at Albany, SUNY",1997,0,29,2,2.6551724137931
126,1,0.61522755347729,7.49295934548432e-05,0.00301084120135602,0.381686675727899,"Tiffany Bisbey","George Washington University",2022,0,4,0,2.25
103,1,0.753842588464016,1.97615829693679e-12,0.24596019346698,0.00019721806702717,"Vahe Permzadian","Missouri University of Science & Technology",2020,0,6,0,1.16666666666667
81,1,0.888495172037842,3.38106114465419e-07,0.0856321578802709,0.0258723319757726,"Vanessa Burke","Louisiana State University",2022,0,4,0,1.5
77,1,0.999999143281428,0,2.54828847207636e-22,8.56718572038832e-07,"Vicki Magley","University of Connecitcut",1997,0,29,2,3.68965517241379
1,2,4.04378806074945e-13,0.999672500154178,5.54531953772145e-27,0.000327499845417611,"Bo Zhang","University of Illinois Urbana-Champaign",2020,0,6,1,14.8333333333333
116,2,7.50550944660817e-95,1,6.13461251934071e-170,8.75326679587733e-65,"Cong Liu","Rutgers University",2003,0,23,2,25.6521739130435
16,2,2.35614396522531e-06,0.921649080487836,1.20253536809028e-12,0.0783485633669966,"Ian Hughes","Texas A&M University",2023,0,3,0,13.3333333333333
35,2,2.65881528118994e-34,0.99999999999995,1.64713875312682e-70,5.0254350125835e-14,"Louis Tay","Purdue University",2013,0,13,2,17.8461538461538
43,2,2.33060352854724e-08,0.968271707088664,2.70448291248132e-18,0.0317282696053005,"TianJun Sun","Rice University",2021,0,5,0,12.2
23,2,9.0424406003713e-15,0.999968011235741,3.33941800750195e-28,3.19887642500199e-05,"Xiaowen Chen","Saint Louis University",2021,0,5,0,19.6
111,3,9.71764531858335e-11,3.44539056663501e-87,0.999999999902824,5.64576087642615e-29,"Adrienne Carter-Sowell","University of Oklahoma",2010,0,16,2,0.0625
32,3,0.0128373732227732,2.91616851648008e-14,0.98716196695752,6.59819677114792e-07,"Alexandra Harris-Watson","Purdue University",2022,0,4,0,0
69,3,2.68225209053054e-20,0,1,4.84071283661066e-55,"Barbara Fritzsche","University of Central Florida",1996,0,30,1,0.333333333333333
19,3,1.19049241998784e-12,4.36445719070355e-114,0.99999999999881,1.61296361542928e-33,"Bradley Brummel","University of Houston",2008,1,18,1,0.0555555555555555
73,3,7.11409779277886e-06,7.93968410872474e-40,0.999992885902207,1.37907301128458e-16,"Brent Reed","University of North Carolina at Charlotte",2013,0,10,1,0.1
13,3,4.92445287332402e-05,1.82141882515906e-29,0.999950755471215,5.13087150892642e-14,"Chris Wiese","Georgia institute of technology",2018,0,8,1,0
10,3,5.43144946196998e-10,1.48614456729023e-76,0.999999999456855,7.32849277199499e-27,"Christopher Nye","Michigan State University",2011,0,15,1,0.0666666666666667
119,3,2.50713065481527e-26,0,1,1.64198421085682e-63,"Cindy Pury","Clemson University",1997,0,29,2,0.0344827586206897
97,3,0.00364708497593502,1.13043459067783e-17,0.996352902142489,1.28815757466539e-08,"Danielle Gardner","Colorado State University",2021,0,5,0,0
83,3,3.4094322586917e-08,2.94333698820209e-64,0.999999965905678,3.49616117645439e-23,"Dev Dalal","University at Albany, SUNY",2012,0,14,1,0.142857142857143
39,3,0.000116276588949665,1.98783390502215e-117,0.99988372341105,8.64821574600674e-21,"Eden King","Rice University",2006,0,20,2,0.75
112,3,1.10654882209391e-10,0,0.999999999889345,3.90178555066791e-36,"Eric Day","University of Oklahoma",1998,0,27,2,0.851851851851852
41,3,1.51203750723327e-15,0,0.999999999999999,1.3974936851578e-45,"Fred Oswald","Rice University",1998,0,28,2,0.392857142857143
124,3,0.0468911229541033,6.11738613672335e-171,0.953108877045897,8.89888813101271e-19,"Gelaye Debebe","George Washington University",2003,0,23,1,1.39130434782609
99,3,0.00321934298819076,1.92484908185411e-43,0.996780657011661,1.4821152245665e-13,"Gwen Fisher","Colorado State University",2013,0,13,2,0.692307692307692
114,3,3.11938589880332e-18,1.3612833263917e-228,1,4.70449654492511e-46,"Jennifer Kisamore","University of Oklahoma",2003,0,23,2,0.0434782608695652
89,3,0.169069355149393,5.09839880167285e-09,0.830287137709644,0.000643502042563672,"John Schmidt","Auburn University",2023,0,3,0,0.333333333333333
4,3,4.92445287332402e-05,1.82141882515906e-29,0.999950755471215,5.13087150892642e-14,"Kimberly French","Colorado State University",2018,0,8,1,0
110,3,2.39145905091104e-23,0,1,8.15751639095267e-58,"Kristin Sommer","CUNY Graduate Center",1998,0,28,2,0.142857142857143
78,3,0.0407856998606613,5.33779352260633e-11,0.959184210263034,3.00898229265622e-05,"Lorena Solis","University of Connecitcut",2023,0,3,0,0
68,3,2.2122893571143e-20,1.15736545622698e-300,1,5.97430094478457e-51,"Mark Ehrhart","University of Central Florida",2001,0,25,2,0.08
26,3,4.43042240653251e-10,5.21369221338156e-95,0.999999999556958,2.6413927964222e-28,"Michael Gillespie","University of South Florida",2009,0,17,1,0.176470588235294
71,3,1.07575243172188e-10,1.42140275501627e-78,0.999999999892425,2.89801714711105e-28,"Mindy Shoss","University of Central Florida",2011,0,15,2,0
115,3,0.435705130806491,1.27666389836707e-09,0.563296802676404,0.00099806524044082,"Preston Lindsay","Rutgers University",2022,0,4,0,0.75
42,3,0.00364708497593502,1.13043459067783e-17,0.996352902142489,1.28815757466539e-08,"Rebecca Brossoit","Rice University",2021,0,5,0,0
25,3,4.25738564725969e-15,0,0.999999999999996,5.67463338351075e-47,"Tammy Allen","University of South Florida",1996,0,30,2,0.5
14,3,2.97326425120224e-40,0,1,2.37646008418348e-96,"Winfred Arthur, Jr.","Texas A&M University",1987,0,39,2,0.0512820512820513
107,3,1.12846765602261e-20,2.21243322039968e-299,1,1.81900978799747e-51,"Yochi Cohen-Charash","CUNY Graduate Center",2001,0,25,2,0.04
