"faculty_id","class_assignment","posterior_class_1","posterior_class_2","posterior_class_3","posterior_class_4","posterior_class_5","posterior_class_6","posterior_class_7","posterior_class_8","posterior_class_9","posterior_class_10","faculty_name","university","career_start_year","never_asst_prof","career_length","n_promotions","mean_pub_count"
13,10,2.12945950229898e-08,1.12949617935094e-60,6.21910317693159e-09,1.04762458202249e-18,0.133294175157088,4.60766127726278e-06,2.52918645920587e-37,0.0343716916750533,8.1354800579407e-14,0.832329497992802,"Chris Wiese","Georgia institute of technology",2018,0,8,1,0
10,10,8.96569006965345e-13,2.34434590913207e-104,3.41504509288583e-67,9.46889327966184e-35,0.0402958725748186,5.56659714744915e-12,5.68239312090675e-66,3.31924585261434e-07,8.26282477302785e-23,0.959703795494133,"Christopher Nye","Michigan State University",2011,0,15,1,0.0666666666666667
119,10,1.46110871428968e-22,1.26235963983089e-187,0,4.48049754962417e-77,2.77451443155668e-05,1.11100451353614e-34,1.4491064364536e-129,9.76786713767579e-52,4.98326457831187e-43,0.999972254855684,"Cindy Pury","Clemson University",1997,0,29,2,0.0344827586206897
97,10,7.48959698217265e-06,3.68959996586722e-39,0.00545802610177793,1.22832451501806e-11,0.190925427956177,0.000642206553436713,6.13998303397772e-24,0.0800223777652135,3.71102041973117e-09,0.722944468303109,"Danielle Gardner","Colorado State University",2021,0,5,0,0
83,10,7.19357060184766e-11,2.29131697950127e-94,1.13699201331244e-50,5.10733475460308e-30,0.114578329961904,1.13082262701977e-09,1.07276227258106e-58,2.87410721223933e-05,9.93956847200969e-20,0.885392927763215,"Dev Dalal","University at Albany, SUNY",2012,0,14,1,0.142857142857143
114,10,8.45661537464204e-19,3.40824426152641e-154,1.05906660799148e-260,1.36817663392058e-57,0.00254904443302245,1.09828505236145e-22,3.17656510376307e-102,7.04941472912465e-23,1.13217800478233e-34,0.997450955566978,"Jennifer Kisamore","University of Oklahoma",2003,0,23,2,0.0434782608695652
89,10,0.00664754238774084,9.52570818308984e-21,0.0125699723730564,2.95542295015939e-05,0.306927553164518,0.0686667220026731,2.70667233611116e-12,0.0365792513709149,0.000210771855075926,0.568368632613813,"John Schmidt","Auburn University",2023,0,3,0,0.333333333333333
4,10,2.12945950229898e-08,1.12949617935094e-60,6.21910317693159e-09,1.04762458202249e-18,0.133294175157088,4.60766127726278e-06,2.52918645920587e-37,0.0343716916750533,8.1354800579407e-14,0.832329497992802,"Kimberly French","Colorado State University",2018,0,8,1,0
110,10,5.70160765305114e-20,3.09936775169524e-176,0,4.18203950771475e-70,0.000276113441008076,2.35292792228374e-30,3.72241401020641e-120,2.43214903135888e-44,6.97746955125947e-39,0.999723886558992,"Kristin Sommer","CUNY Graduate Center",1998,0,28,2,0.142857142857143
78,10,0.000419019304988078,2.12557585642448e-24,0.0447972004842245,3.96787631459986e-07,0.219896581857626,0.0101648785730459,4.82282029765716e-15,0.0791993365241803,5.12671290146193e-06,0.645517459755398,"Lorena Solis","University of Connecitcut",2023,0,3,0,0
68,10,1.20007302717429e-19,2.88218672859532e-164,0,5.35179164693081e-63,0.00101283910339877,8.76497726039601e-26,3.63328383562948e-110,2.69394194806603e-30,7.60546916244234e-37,0.998987160896601,"Mark Ehrhart","University of Central Florida",2001,0,25,2,0.08
26,10,4.52621716882172e-12,2.32528905235012e-110,7.62786384442338e-93,4.29209206174616e-36,0.111438603156049,6.79836507675901e-12,1.86553979455046e-69,6.2863110868464e-08,1.19105355998246e-22,0.888561333969515,"Michael Gillespie","University of South Florida",2009,0,17,1,0.176470588235294
71,10,5.17954081260866e-14,4.9404033105814e-108,4.47477619235675e-67,1.09804243356281e-36,0.0248771826351039,6.81156963523608e-13,9.07513406077418e-69,4.8881230142268e-07,1.82578861621525e-24,0.975122328551862,"Mindy Shoss","University of Central Florida",2011,0,15,2,0
42,10,7.48959698217265e-06,3.68959996586722e-39,0.00545802610177793,1.22832451501806e-11,0.190925427956177,0.000642206553436713,6.13998303397772e-24,0.0800223777652135,3.71102041973117e-09,0.722944468303109,"Rebecca Brossoit","Rice University",2021,0,5,0,0
14,10,2.92966233863689e-27,7.07551094163993e-235,0,1.07082017411861e-110,6.8728747570257e-09,1.19746405966499e-58,1.11149836894239e-172,2.07643286421206e-130,6.06052848929758e-55,0.999999993127125,"Winfred Arthur, Jr.","Texas A&M University",1987,0,39,2,0.0512820512820513
107,10,3.50538417068874e-20,7.800725123671e-166,0,8.93666467035129e-64,0.000881189573215435,4.20145012084231e-26,2.49813443510673e-111,5.12728670679131e-30,1.51574723290737e-37,0.999118810426785,"Yochi Cohen-Charash","CUNY Graduate Center",2001,0,25,2,0.04
