"faculty_id","class_assignment","pp_class1","pp_class2","pp_class3","pp_class4","faculty_name"
1,3,2.50727372594699e-12,0.000427595111464573,0.999572404886028,2.96170683943368e-26,"Bo Zhang"
2,2,2.83355675551234e-10,0.999999999716644,9.99342213128811e-55,5.79834957379519e-42,"Nathan Bowling"
3,1,0.999999982893639,1.71063608634929e-08,3.39747096020005e-172,3.54203244944425e-17,"Anita Blanchard"
4,4,3.19238903584192e-05,8.65361746054968e-14,2.12116046696554e-30,0.999968076109555,"Kimberly French"
5,2,2.22511618633109e-15,0.999999999993424,6.57370195105315e-12,2.93182356158583e-49,"Richard Landers"
6,2,7.64261515257665e-08,0.999999923573848,1.37278203500037e-23,1.35513211110801e-30,"Nathan T. Carter"
7,2,4.55718931142797e-10,0.999999999544281,1.17943254361906e-48,3.8482044832403e-42,"Chu-Hsiang (Daisy) Chang"
8,2,1.00494861489639e-10,0.999999999899505,0,5.06646893458489e-91,"Kevin Ford"
9,2,0.00748083509215086,0.991655305093619,0.00086385960651668,2.07712910591691e-10,"Kevin Hoff"
10,4,7.94211220090526e-10,1.34491288101679e-26,8.51852501334239e-90,0.999999999205789,"Christopher Nye"
11,1,0.999999998514653,1.48534652929968e-09,4.08550593964259e-169,1.97855846278783e-16,"Quinetta Roberson"
13,4,3.19238903584192e-05,8.65361746054968e-14,2.12116046696554e-30,0.999968076109555,"Chris Wiese"
14,4,5.59844528264268e-40,3.09968291936185e-94,0,1,"Winfred Arthur, Jr."
15,1,0.957718335491889,0.0422816645081108,4.83312263994183e-119,1.54451820155524e-23,"Mindy Bergman"
16,3,3.46890668319178e-05,0.381282923911255,0.618682387008048,1.38650704794188e-11,"Ian Hughes"
17,2,2.77968393696124e-07,0.999999722031606,7.53362253470048e-106,1.42938682856061e-42,"Stephanie C. Payne"
18,2,0.16807680923882,0.827972460951245,0.00393933497680405,1.13948331306328e-05,"Ze (Mia) Zhu"
19,4,2.5025687826038e-12,3.45961530213047e-33,3.32171818978718e-127,0.999999999997498,"Bradley Brummel"
20,2,0.0809669704986109,0.919033029352097,5.61201067967354e-11,9.31714772101465e-11,"Isaac Sabat"
21,2,0.039081371110392,0.894638795690719,0.0662612855954622,1.85476034264703e-05,"Kaylee Litson"
22,2,0.0113968679068394,0.962616969803271,0.0259861335106103,2.87792788348573e-08,"Denise Reyes"
23,3,5.28415286262028e-13,0.000289155357350503,0.999710844642121,1.39233894273413e-26,"Xiaowen Chen"
24,1,0.999999997162874,4.7044086753933e-17,1.85132040478027e-288,2.83712560986349e-09,"Richard D. Harvey"
25,4,1.69582510909264e-14,1.58780461707126e-46,0,0.999999999999983,"Tammy Allen"
26,4,7.78860997587077e-10,4.88972395800644e-28,1.67197227014743e-108,0.999999999221139,"Michael Gillespie"
27,2,0.310577880045441,0.670061024392066,0.0171763131778475,0.00218478238464556,"Daniel Griffin"
29,1,0.999999999999991,8.86926960477655e-15,0,2.0732486768175e-36,"Steve W. J. Kozlowski"
30,2,0.01485695396043,0.871949752272904,0.113190919919057,2.37384760874021e-06,"Claire E. Smith"
31,2,0.000254420358861948,0.999745579641138,2.05871895452795e-95,2.91278398924328e-32,"Stephen Stark"
32,4,0.00845961262373884,9.06832811518482e-07,1.25921783237425e-11,0.991539480530857,"Alexandra Harris-Watson"
33,2,2.79805178486604e-05,0.995099887808083,0.00487213167406823,1.3258725849446e-16,"Franki Y. H. Kung"
34,2,2.16787526743805e-07,0.99999978073663,2.47584334099885e-09,3.7726752341575e-25,"Brooke N. Macnamara"
35,3,3.26356920720981e-34,2.06328188241734e-14,0.999999999999979,5.57604007498219e-70,"Louis Tay"
36,2,4.36297236092949e-06,0.999995637027639,3.11647965305322e-23,6.0051020740107e-27,"Sang Eun Woo"
37,2,3.08742291755782e-06,0.999996912577082,2.2919099752879e-65,1.30568488278093e-34,"Margaret Beier"
38,1,0.999999999993771,6.2289271431677e-12,5.27939690750037e-174,1.87812344660763e-16,"Mikki Hebl"
39,4,0.000217083469458205,1.21065760119312e-20,3.03596449535505e-124,0.999782916530542,"Eden King"
40,2,0.0162614041328463,0.983732522060308,6.07364296209666e-06,1.6388402045936e-10,"Danielle King"
41,4,6.80645145026835e-15,4.34172265419473e-45,2.20356050470582e-297,0.999999999999993,"Fred Oswald"
42,4,0.00230509090828756,1.88042723814039e-08,2.02846917511691e-15,0.997694890287438,"Rebecca Brossoit"
43,3,4.94233848978153e-08,0.0209658116691385,0.979034138907477,5.16459533951152e-18,"TianJun Sun"
44,1,0.586278547697141,0.00500202128367786,1.7770668809498e-06,0.4087176539523,"Leo Alexander III"
45,2,1.339531129409e-10,0.999999999866047,0,4.93251876438074e-74,"Fritz Drasgow"
46,1,0.999889680029918,0.000110319970081996,1.33577844141962e-146,1.51920077890678e-23,"Louise Fitzgerald"
47,2,0.0216321401529613,0.978366060182003,1.79932629743597e-06,3.38738140999459e-10,"Hanyi Haylee Min"
48,2,4.12338097646509e-08,0.99999995876619,9.6881620279084e-56,2.5089905714276e-37,"Daniel A Newman"
49,1,0.99999999999986,1.40309581418738e-13,0,3.81992514629938e-38,"James Rounds"
50,2,1.19008559572639e-05,0.999988099144043,5.17834885692083e-29,1.87653499071579e-25,"Malissa Clark"
51,2,0.00814543760959712,0.851276553565318,0.140577334013175,6.74811909477124e-07,"Yimin He"
52,2,0.0203763831691397,0.977378900263711,0.00224470184995578,1.47171937656626e-08,"Jeffrey Olenick"
53,1,0.670716752584102,7.52386299176518e-05,8.96531074063836e-14,0.329208008785891,"Neal Outland"
54,1,0.970980502664168,0.00828080481611755,5.07301529342693e-09,0.0207386874466988,"Melissa Robertson"
55,1,0.999031866744038,0.000603050082475659,2.85338492871394e-22,0.000365083173486304,"Afra Saeed Ahmad"
56,2,1.13739471520802e-05,0.999988626052848,1.49966976765003e-81,4.38029383482168e-34,"Reeshad S. Dalal"
57,2,4.35233194898419e-06,0.999995647668051,7.87952875684746e-54,3.3549931239682e-31,"Seth Kaplan"
58,1,0.905990328361927,0.0940096083037553,1.33765699864606e-19,6.33343177203115e-08,"Lauren E. Kuykendall"
59,2,0.422018861707775,0.571326908064555,0.0058426294187211,0.000811600808948758,"Yijue Liang"
60,2,6.70841777551999e-17,1,5.20187156088912e-57,1.70612072917671e-62,"Deborah E. Rupp"
61,2,0.288577267870862,0.711419932921773,2.69717777203358e-06,1.02029593035177e-07,"Sarah Wittman"
62,2,4.55632843666064e-05,0.999954436715633,1.58394636091077e-96,1.0242094404689e-33,"James LeBreton"
64,2,0.00894165207070576,0.991058347929294,4.21115265006559e-127,9.75742792320336e-34,"Alicia Grandey"
67,1,0.998597385798705,0.00140261244862739,5.73254754113475e-41,1.75266734248719e-09,"C. Shawn Burke"
68,4,1.51220391520426e-19,1.9342026162608e-50,3.83770370540796e-259,1,"Mark Ehrhart"
69,4,1.63332158691498e-19,2.04329345354239e-54,0,1,"Barbara Fritzsche"
70,2,0.0760236228231485,0.923960096522909,1.62377345757573e-05,4.29193667781794e-08,"Chelsea LeNoble"
71,4,1.49064020088624e-10,5.87744404607744e-28,1.76370571700912e-91,0.999999999850936,"Mindy Shoss"
72,1,0.923524575118287,0.0764453662228892,1.0030031313765e-10,3.00585585239356e-05,"Shiyang Su"
73,4,5.83694497043505e-06,2.23152657763591e-16,1.53344066299241e-44,0.999994163055029,"Brent Reed"
74,2,0.0807779776384551,0.919222022361544,7.96531824591189e-28,6.72738777169906e-16,"Alyssa McGonagle"
77,1,0.999998818153106,1.1818468942861e-06,1.54461844518438e-201,5.97486555306707e-22,"Vicki Magley"
78,4,0.028863535444009,3.87935360432739e-05,2.26197339438701e-08,0.971097648400214,"Lorena Solis"
79,2,7.20439650298126e-06,0.999992795603496,1.18129560246977e-15,3.96783231643324e-24,"Asia A. Eaton"
80,2,0.00563977358573642,0.994360222106454,4.30760071494173e-09,2.08947640836876e-13,"Don Zhang"
81,1,0.85980926842907,0.0315547866846128,3.30332790180194e-05,0.1086029116073,"Vanessa Burke"
82,2,0.0205445068516825,0.827265790079254,0.152184912686366,4.79038269696058e-06,"Haley Cobb"
83,4,3.98747710817539e-08,6.20084286676507e-23,1.68943621264535e-75,0.999999960125229,"Dev Dalal"
84,1,0.999999999996034,1.34220288245746e-13,2.73758711031455e-230,3.83185989943179e-12,"Sylvia Roch"
85,2,5.16084399065807e-07,0.999999483915601,0,1.29111719967886e-70,"Kevin Williams"
87,2,0.345686740508093,0.654313259491907,1.03373959531641e-83,5.35854950682067e-22,"Jinyan Fan"
88,2,0.00795914560181361,0.991428261250507,0.000612592902772151,2.44907079986417e-10,"Gargi Sawhney"
89,4,0.13250099276987,0.000763646387523318,6.73220742066916e-07,0.866734687621865,"John Schmidt"
90,2,0.0713806459966678,0.858588936825184,0.0699624761641363,6.79410140123411e-05,"Paige Watson"
91,2,0.0103746220673159,0.989625346763014,3.11608915098601e-08,8.77911353536071e-12,"Charles Calderwood"
92,2,0.00118097281694758,0.764565412008373,0.23425361331296,1.86171998561204e-09,"Louis Hickman"
93,1,0.731874731982951,0.0114165561262897,5.2193641722764e-06,0.256703492526587,"Ning Hsu"
95,2,1.34610888506546e-08,0.999999986538911,8.31203835776064e-56,2.43778121920064e-38,"Bryan Dik"
96,2,0.0204160172356707,0.979124365283176,0.000459615642149162,1.83900370583297e-09,"Keaton Fletcher"
97,4,0.00230509090828756,1.88042723814039e-08,2.02846917511691e-15,0.997694890287438,"Danielle Gardner"
98,2,0.289021513578875,0.710953440927533,2.4165513601051e-05,8.79979990998319e-07,"Josh Prasad"
99,4,0.00319366451886506,1.87271089531476e-13,8.14940602780991e-53,0.996806335480948,"Gwen Fisher"
100,1,0.999794510827747,1.83892920966768e-07,7.56094152273756e-75,0.000205305279331758,"Alyssa Gibbons"
101,1,0.991450755704474,0.00854867315034329,5.69591854818049e-18,5.71145182692186e-07,"Clair Reynolds Kueny"
103,1,0.662597714648685,0.000308748977846805,2.23225931963556e-10,0.337093536150243,"Vahe Permzadian"
105,2,0.0168478953237363,0.79612639707391,0.187022491291694,3.21631065968163e-06,"Andrea Bazzoli"
106,2,0.375938529908094,0.619217673714503,0.00423664027813937,0.000607156099264638,"Dia Chatterjee"
107,4,8.05426919515167e-20,5.64882174565376e-51,1.4929382819959e-259,1,"Yochi Cohen-Charash"
108,1,0.803503860053525,0.0198617391004097,6.25583869422813e-06,0.176628145007371,"Anna Gödöllei"
109,1,0.999671071849806,0.000328928150193493,1.79062913745294e-115,7.68622988992134e-17,"Charles Scherbaum"
110,4,2.25892895087324e-22,3.66474982524963e-57,0,1,"Kristin Sommer"
111,4,1.47870537158331e-10,1.14811481030528e-28,1.7338938850649e-100,0.99999999985213,"Adrienne Carter-Sowell"
112,4,5.06246103110533e-10,7.81183385866851e-36,1.07461587217429e-279,0.999999999493754,"Eric Day"
113,2,3.53528625920894e-09,0.999999996464714,1.69637461005403e-83,3.69543319151624e-46,"Shane Connelly"
114,4,1.61837511243324e-17,1.26255296460055e-45,1.26484907775599e-215,1,"Jennifer Kisamore"
115,4,0.352832738940544,0.00128269264548031,3.37792744632902e-07,0.645884230621231,"Preston Lindsay"
116,3,5.16624655539185e-91,7.36049019506882e-59,1,3.10507756001869e-163,"Cong Liu"
118,2,0.0176853934988509,0.865519989582795,0.116791181740838,3.43517751596247e-06,"Jenna Van Fossen"
119,4,2.92085363464227e-25,8.84719887077169e-63,0,1,"Cindy Pury"
120,2,0.00041768895246432,0.999582311047536,2.38800116733289e-43,4.00086104887393e-26,"Patrick Rosopa"
121,2,0.000289629792478173,0.999710370207522,4.61428733259738e-20,7.00519900843727e-19,"Marissa Shuffler"
122,2,5.37404757625248e-09,0.999999994625952,1.80290847604563e-99,8.33846744488487e-47,"Robert R. Sinclair"
123,2,0.000289585868535065,0.99970862156985,1.79256161202358e-06,3.19094013354228e-15,"Yisheng Peng"
124,4,0.0763081642630273,1.3114784277727e-18,4.48522824976641e-156,0.923691835736973,"Gelaye Debebe"
125,2,6.32727494802343e-28,1,2.88490912094175e-34,6.78234039299244e-88,"Nils Olsen"
126,1,0.635644830429688,0.359705785216262,0.0010362507920811,0.0036131335619683,"Tiffany Bisbey"
